12	0	68
5	0	60
5	0	53
29	0	70
27	0	78
39	0	69
35	0	77
12	0	59
19	0	73
18	0	79
27	0	67
6	0	59
17	0	78
1	0	74
36	0	72
20	0	83
32	0	62
27	0	77
24	0	51
21	0	99
21	0	71
8	0	93
36	0	81
39	0	59
19	0	85
30	0	79
18	0	81
43	0	94
12	0	73
42	0	84
31	0	84
47	0	97
1	0	92
40	0	92
5	0	97
8	0	69
23	0	51
22	0	75
40	0	55
46	0	69
39	0	78
7	0	76
18	0	74
3	0	57
44	0	93
42	0	90
26	0	57
14	0	72
27	0	73
4	0	81
10	0	71
21	0	51
22	0	61
16	0	87
15	0	98
31	0	82
38	0	90
40	0	99
45	0	88
14	0	61
20	0	91
17	0	78
5	0	54
41	0	95
12	0	75
42	0	92
11	0	62
31	0	85
35	0	88
11	0	60
19	0	79
7	0	71
38	0	53
30	0	69
6	0	65
31	0	95
2	0	74
6	0	89
29	0	89
39	0	59
9	0	61
15	0	62
44	0	94
28	0	82
17	0	77
12	0	52
1	0	64
18	0	78
13	0	66
14	0	98
49	0	60
8	0	74
46	0	74
5	0	82
10	0	68
39	0	59
26	0	75
34	0	75
32	0	86
35	0	86
0	0	52
15	0	86
25	0	57
16	0	83
41	0	80
45	0	52
30	0	65
42	0	51
23	0	81
0	0	81
41	0	72
32	0	89
24	0	83
26	0	92
28	0	65
12	0	93
36	0	86
20	0	64
23	0	57
35	0	76
21	0	56
37	0	86
35	0	72
28	0	98
10	0	72
29	0	52
29	0	73
16	0	99
23	0	66
37	0	64
49	0	58
13	0	87
25	0	74
39	0	94
36	0	70
13	0	72
45	0	55
5	0	56
34	0	95
29	0	74
30	0	97
17	0	91
47	0	61
29	0	84
39	0	98
37	0	56
23	0	77
30	0	52
30	0	84
19	0	96
14	0	75
16	0	98
34	0	59
31	0	70
35	0	83
12	0	75
49	0	69
29	0	53
35	0	97
18	0	81
49	0	79
38	0	69
47	0	73
22	0	99
43	0	81
36	0	96
45	0	85
13	0	56
31	0	91
38	0	76
4	0	57
48	0	72
4	0	75
35	0	66
16	0	98
17	0	98
35	0	70
23	0	89
44	0	76
36	0	69
37	0	87
48	0	62
10	0	99
37	0	91
40	0	59
33	0	78
39	0	99
36	0	62
13	0	62
25	0	59
7	0	62
21	0	96
9	0	88
30	0	79
41	0	69
28	0	67
10	0	58
48	0	67
23	0	67
6	0	70
16	0	88
30	0	99
20	0	76
39	0	51
8	0	82
32	0	50
46	0	57
34	0	59
47	0	88
30	0	70
42	0	62
4	0	85
32	0	78
8	0	95
40	0	51
2	0	83
36	0	93
10	0	61
39	0	80
23	0	58
46	0	85
37	0	99
31	0	82
49	0	85
47	0	80
13	0	59
23	0	92
13	0	62
24	0	76
37	0	86
17	0	88
14	0	91
40	0	91
22	0	95
12	0	67
46	0	69
37	0	60
16	0	93
24	0	56
11	0	88
41	0	72
36	0	69
37	0	60
27	0	97
25	0	66
26	0	68
0	0	71
48	0	72
13	0	79
27	0	77
44	0	92
21	0	91
15	0	50
47	0	59
5	0	98
49	0	82
11	0	60
21	0	50
25	0	77
26	0	92
11	0	67
39	0	94
5	0	73
20	0	85
38	0	89
35	0	61
27	0	83
7	0	65
29	0	56
0	0	50
6	0	75
45	0	56
18	0	95
8	0	56
33	0	65
20	0	52
27	0	94
15	0	86
42	0	81
14	0	97
22	0	75
16	0	66
5	0	73
0	0	69
30	0	85
1	0	53
43	0	73
0	0	75
9	0	96
3	0	98
27	0	80
20	0	58
28	0	74
45	0	65
11	0	79
26	0	50
41	0	62
0	0	62
27	0	79
31	0	67
14	0	94
9	0	64
38	0	92
0	0	71
36	0	83
26	0	84
41	0	84
6	0	54
49	0	88
18	0	51
9	0	69
39	0	55
32	0	55
5	0	84
10	0	52
41	0	91
18	0	89
47	0	98
36	0	87
16	0	95
39	0	87
28	0	56
6	0	97
12	0	57
10	0	85
22	0	72
16	0	76
2	0	68
14	0	76
23	0	59
14	0	75
25	0	50
15	0	72
24	0	93
37	0	94
17	0	72
3	0	95
34	0	55
3	0	69
15	0	88
43	0	92
34	0	89
29	0	65
11	0	51
44	0	51
4	0	65
4	0	80
5	0	69
37	0	81
31	0	68
26	0	63
38	0	99
28	0	77
16	0	67
43	0	84
37	0	64
0	0	98
1	0	97
48	0	99
18	0	98
17	0	80
42	0	92
40	0	66
20	0	55
20	0	59
34	0	80
8	0	55
20	0	89
21	0	68
26	0	78
36	0	80
49	0	62
9	0	81
43	0	99
4	0	55
15	0	95
37	0	51
31	0	78
12	0	71
37	0	56
48	0	87
15	0	68
38	0	52
5	0	65
47	0	65
40	0	82
5	0	87
2	0	59
37	0	90
5	0	84
41	0	97
7	0	78
26	0	79
25	0	61
25	0	72
5	0	67
7	0	53
41	0	66
29	0	92
1	0	72
37	0	95
20	0	85
13	0	88
48	0	81
24	0	77
3	0	86
10	0	63
26	0	52
34	0	89
45	0	90
27	0	88
45	0	79
1	0	81
21	0	51
13	0	67
49	0	84
49	0	63
42	0	64
26	0	76
4	0	51
15	0	63
38	0	78
4	0	56
15	0	98
44	0	50
18	0	87
43	0	75
28	0	78
23	0	62
15	0	83
20	0	72
29	0	65
49	0	71
48	0	93
24	0	99
37	0	58
21	0	89
29	0	59
37	0	67
22	0	59
47	0	57
14	0	56
39	0	87
28	0	64
8	0	78
35	0	95
37	0	67
11	0	90
46	0	70
10	0	87
13	0	86
32	0	58
9	0	93
45	0	81
47	0	74
4	0	62
42	0	53
24	0	68
13	0	98
46	0	96
4	0	90
10	0	81
15	0	66
37	0	71
42	0	75
13	0	93
1	0	84
45	0	85
37	0	86
18	0	91
49	0	64
47	0	88
18	0	68
36	0	67
41	0	86
20	0	92
23	0	92
48	0	80
13	0	83
32	0	67
24	0	88
26	0	90
12	0	96
10	0	68
2	0	99
21	0	92
48	0	58
7	0	74
32	0	85
18	0	67
25	0	92
40	0	50
41	0	80
28	0	66
2	0	62
48	0	52
35	0	50
32	0	56
39	0	64
5	0	78
25	0	89
20	0	51
32	0	85
31	0	98
45	0	74
26	0	73
9	0	58
47	0	65
11	0	55
14	0	98
47	0	98
4	0	83
32	0	88
25	0	76
45	0	90
18	0	58
8	0	57
36	0	74
17	0	77
29	0	54
17	0	55
15	0	60
0	0	66
24	0	73
24	0	67
13	0	61
24	0	68
49	0	63
27	0	65
35	0	62
18	0	50
22	0	99
19	0	73
11	0	68
0	0	71
3	0	64
19	0	51
13	0	72
45	0	86
19	0	82
25	0	77
30	0	85
3	0	84
22	0	91
38	0	61
16	0	97
7	0	71
7	0	75
40	0	59
18	0	70
7	0	78
34	0	78
10	0	77
0	0	57
39	0	88
33	0	63
17	0	55
5	0	57
39	0	75
25	0	53
41	0	91
4	0	57
20	0	67
12	0	62
11	0	54
9	0	60
18	0	79
18	0	54
14	0	84
18	0	82
19	0	54
38	0	66
7	0	78
26	0	77
7	0	56
44	0	51
10	0	64
3	0	68
13	0	87
3	0	52
44	0	54
48	0	75
9	0	93
29	0	87
43	0	85
38	0	61
7	0	61
32	0	90
42	0	73
40	0	71
9	0	62
49	0	81
19	0	54
24	0	74
36	0	71
9	0	52
1	0	96
8	0	99
36	0	68
17	0	60
19	0	75
22	0	54
43	0	82
12	0	58
21	0	68
49	0	53
46	0	91
39	0	53
28	0	51
46	0	62
9	0	67
47	0	81
31	0	60
43	0	96
17	0	99
47	0	56
10	0	68
31	0	54
4	0	61
24	0	66
16	0	74
43	0	91
40	0	79
30	0	55
45	0	83
16	0	97
42	0	76
10	0	92
0	0	85
19	0	63
49	0	75
34	0	86
41	0	73
8	0	92
29	0	65
32	0	60
30	0	56
21	0	85
26	0	99
28	0	92
0	0	84
11	0	77
2	0	57
48	0	92
28	0	81
3	0	61
12	0	95
16	0	59
25	0	52
43	0	91
19	0	86
11	0	98
15	0	67
42	0	96
8	0	76
25	0	73
40	0	88
28	0	60
31	0	52
12	0	90
36	0	55
16	0	86
42	0	82
24	0	51
48	0	52
8	0	81
19	0	63
31	0	69
13	0	84
10	0	81
13	0	58
37	0	71
43	0	75
31	0	73
17	0	50
19	0	62
48	0	99
16	0	82
8	0	90
32	0	74
1	0	72
2	0	76
39	0	68
22	0	54
18	0	74
9	0	55
28	0	93
2	0	81
44	0	70
39	0	77
30	0	66
1	0	91
19	0	91
23	0	72
20	0	74
49	0	78
39	0	80
29	0	65
48	0	52
45	0	77
15	0	99
19	0	99
20	0	89
16	0	55
35	0	83
11	0	79
19	0	96
47	0	96
22	0	96
43	0	99
8	0	90
19	0	96
44	0	70
8	0	96
13	0	58
3	0	99
7	0	72
43	0	68
4	0	83
29	0	65
23	0	97
2	0	68
43	0	66
40	0	57
2	0	71
8	0	53
22	0	57
0	0	80
22	0	77
7	0	69
26	0	91
28	0	72
8	0	74
10	0	71
6	0	58
49	0	93
26	0	94
20	0	78
1	0	72
1	0	99
18	0	70
42	0	76
20	0	96
36	0	89
35	0	78
34	0	52
6	0	55
25	0	51
19	0	51
42	0	77
44	0	94
47	0	63
2	0	54
12	0	50
10	0	70
38	0	51
16	0	79
12	0	78
7	0	60
33	0	63
45	0	84
11	0	75
46	0	74
20	0	69
4	0	91
34	0	92
3	0	72
2	0	83
28	0	78
8	0	93
25	0	87
15	0	84
34	0	75
25	0	66
19	0	62
18	0	93
14	0	81
19	0	61
19	0	67
34	0	80
20	0	87
33	0	99
33	0	95
16	0	92
4	0	71
21	0	71
29	0	84
24	0	85
46	0	59
35	0	77
9	0	71
34	0	97
48	0	98
42	0	66
32	0	95
24	0	67
10	0	84
38	0	78
5	0	72
43	0	97
7	0	93
48	0	98
40	0	62
28	0	97
39	0	96
11	0	87
29	0	75
12	0	64
11	0	79
5	0	72
49	0	58
3	0	73
9	0	82
8	0	91
31	0	86
1	0	80
43	0	64
5	0	96
16	0	98
45	0	84
15	0	61
41	0	54
20	0	88
23	0	97
49	0	74
39	0	76
48	0	93
3	0	82
45	0	89
38	0	83
42	0	62
28	0	67
22	0	95
18	0	73
43	0	87
29	0	79
3	0	74
20	0	84
4	0	82
12	0	73
21	0	92
45	0	94
26	0	60
28	0	71
30	0	85
15	0	90
25	0	77
38	0	76
12	0	60
14	0	76
11	0	81
3	0	64
2	0	55
6	0	77
26	0	58
6	0	56
34	0	97
11	0	67
4	0	89
9	0	98
23	0	50
0	0	91
38	0	63
42	0	55
10	0	59
36	0	72
31	0	74
42	0	68
39	0	69
24	0	79
41	0	78
10	0	63
23	0	99
24	0	61
49	0	92
9	0	89
33	0	50
9	0	85
28	0	90
18	0	87
22	0	52
7	0	99
1	0	99
6	0	78
47	0	52
34	0	80
5	0	81
0	0	90
6	0	61
12	0	79
29	0	51
28	0	53
49	0	61
39	0	54
33	0	80
16	0	72
17	0	77
36	0	53
20	0	58
4	0	61
23	0	55
48	0	72
25	0	84
23	0	86
33	0	52
35	0	69
28	0	53
43	0	77
26	0	75
16	0	58
14	0	72
37	0	81
15	0	61
15	0	97
15	0	79
4	0	94
3	0	81
49	0	53
6	0	98
0	0	60
23	0	87
48	0	77
42	0	59
21	0	77
20	0	63
10	0	63
6	0	96
2	0	86
20	0	73
0	0	92
18	0	71
45	0	65
39	0	85
19	0	98
21	0	60
35	0	67
40	0	86
38	0	70
23	0	95
15	0	90
39	0	97
31	0	60
17	0	77
3	0	56
22	0	97
49	0	94
5	0	57
15	0	73
2	0	85
26	0	74
12	0	75
16	0	68
24	0	55
28	0	58
30	0	71
41	0	60
34	0	71
35	0	63
46	0	79
20	0	52
47	0	98
9	0	71
22	0	53
48	0	99
6	0	87
21	0	88
5	0	86
3	0	94
47	0	72
38	0	78
47	0	53
30	0	98
42	0	78
3	0	79
30	0	55
4	0	80
5	0	64
41	0	56
13	0	89
23	0	94
28	0	64
16	0	66
26	0	71
4	0	95
21	0	79
46	0	80
38	0	84
49	0	68
8	0	59
44	0	61
12	0	66
26	0	96
29	0	93
5	0	68
35	0	84
16	0	79
30	0	77
28	0	98
14	0	65
4	0	92
41	0	66
38	0	70
48	0	93
7	0	52
40	0	54
33	0	84
11	0	94
49	0	82
45	0	68
26	0	93
41	0	67
15	0	53
36	0	81
20	0	62
14	0	99
39	0	78
42	0	50
32	0	90
44	0	90
18	0	72
33	0	80
40	0	80
22	0	89
42	0	80
48	0	85
12	0	63
1	0	86
13	0	78
11	0	57
11	0	83
26	0	64
8	0	74
34	0	68
31	0	54
17	0	96
7	0	50
22	0	91
23	0	72
40	0	98
27	0	73
39	0	52
22	0	94
