/m/027rn	/location/country/form_of_government	/m/06cx9
/m/017dcd	/tv/tv_program/regular_cast./tv/regular_tv_appearance/actor	/m/06v8s0
/m/07s9rl0	/media_common/netflix_genre/titles	/m/0170z3
/m/01sl1q	/award/award_winner/awards_won./award/award_honor/award_winner	/m/044mz_
/m/0cnk2q	/soccer/football_team/current_roster./sports/sports_team_roster/position	/m/02nzb8
/m/02_j1w	/sports/sports_position/players./soccer/football_roster_position/team	/m/01cwm1
/m/059ts	/government/political_district/representatives./government/government_position_held/legislative_sessions	/m/03h_f4
/m/011yn5	/film/film/starring./film/performance/actor	/m/01pjr7
/m/04nrcg	/soccer/football_team/current_roster./soccer/football_roster_position/position	/m/02sdk9v
/m/07nznf	/film/actor/film./film/performance/film	/m/014lc_
/m/05cvgl	/award/award_nominated_work/award_nominations./award/award_nomination/award	/m/04kxsb
/m/02qyp19	/award/award_category/nominees./award/award_nomination/nominated_for	/m/02d413
/m/02vk52z	/organization/membership_organization/members./organization/organization_membership/member	/m/01crd5
/m/0q9kd	/award/award_nominee/award_nominations./award/award_nomination/award_nominee	/m/0184jc
/m/09w1n	/olympics/olympic_sport/olympic_games_contested	/m/0sx8l
/m/03q5t	/music/performance_role/regular_performances./music/group_membership/role	/m/07y_7
/m/0gqng	/award/award_category/winners./award/award_honor/ceremony	/m/073hkh
/m/0b76d_m	/film/film/release_date_s./film/film_regional_release_date/film_release_distribution_medium	/m/029j_
/m/04ztj	/people/marriage_union_type/unions_of_this_type./people/marriage/spouse	/m/012v9y
/m/014_x2	/award/award_winning_work/awards_won./award/award_honor/award_winner	/m/012ljv
/m/0ds35l9	/film/film/release_date_s./film/film_regional_release_date/film_release_region	/m/05r4w
/m/015qsq	/film/film/language	/m/02bjrlw
/m/04bdxl	/award/award_nominee/award_nominations./award/award_nomination/award_nominee	/m/02s2ft
/m/0677ng	/music/artist/genre	/m/03ckfl9
/m/03zj9	/location/location/containedby	/m/059rby
/m/0157m	/people/person/ethnicity	/m/063k3h
/m/01ky7c	/education/educational_institution/students_graduates./education/education/degree	/m/019v9k
/m/02681vq	/award/award_category/nominees./award/award_nomination/award_nominee	/m/01w61th
/m/0gx_st	/award/award_ceremony/awards_presented./award/award_honor/award	/m/09qvf4
/m/09c7w0	/location/location/contains	/m/0rs6x
/m/079vf	/film/actor/film./film/performance/film	/m/0d90m
/m/015zyd	/organization/organization/headquarters./location/mailing_address/country	/m/09c7w0
/m/05vsxz	/award/award_nominee/award_nominations./award/award_nomination/award_nominee	/m/06qgvf
/m/04ljl_l	/award/award_category/nominees./award/award_nomination/nominated_for	/m/03qcfvw
/m/0grwj	/people/person/profession	/m/05sxg2
/m/02ynfr	/film/film_job/films_with_this_crew_job./film/film_crew_gig/film	/m/0bmch_x
/m/018gz8	/people/profession/people_with_this_profession	/m/071wvh
/m/02cqbx	/film/film_costumer_designer/costume_design_for_film	/m/01jr4j
/m/0rh6k	/location/statistical_region/religions./location/religion_percentage/religion	/m/01lp8
/m/03mqtr	/film/film_genre/films_in_this_genre	/m/04j4tx
/m/01z4y	/tv/tv_genre/programs	/m/07zhjj
/m/05d7rk	/award/award_nominee/award_nominations./award/award_nomination/award	/m/027dtxw
/m/05hs4r	/music/genre/artists	/m/01pbxb
/m/03qcq	/influence/influence_node/influenced_by	/m/084w8
/m/01lxd4	/music/genre/artists	/m/0f0y8
/m/08815	/education/educational_institution/students_graduates./education/education/student	/m/05bnp0
/m/08nhfc1	/film/film/starring./film/performance/actor	/m/015c4g
/m/0g56t9t	/film/film/release_date_s./film/film_regional_release_date/film_release_region	/m/05r4w
/m/062zm5h	/film/film/starring./film/performance/actor	/m/0c9xjl
/m/0160w	/organization/organization_member/member_of./organization/organization_membership/organization	/m/02vk52z
